Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Quarter,Day,DayOfWeek,WeekendFlag,Festival_Flag,Festival_Name,Festival_Score,Days_To_Festival,Festival_Week,Festival_Month,Festival_Impact_Score,Pre_Festival_Flag,Post_Festival_Flag,Trend_Score,Mention_Count,Engagement_Rate,Sentiment_Score,Influencer_Promotion_Flag,Viral_Campaign_Flag
20,2011-08-12,2052246.4,0,73.52,3.812,208.7820061,7.274,2011,8,32,3,12,4,0,1,Raksha_Bandhan,7,1,32,8,36,1,0,68.68,10809,14.11,0.726,0,0
20,2011-08-19,1990017.93,0,71.25,3.747,208.8424359,7.274,2011,8,33,3,19,4,0,1,Janmashtami,7,3,34,8,34,1,1,56.62,9674,10.79,0.538,1,0
20,2011-08-26,1933577.2,0,70.15,3.704,208.902476,7.274,2011,8,34,3,26,4,0,1,Ganesh_Chaturthi,8,4,35,9,34,1,1,67.73,8168,14.65,0.491,1,0
20,2011-09-02,2141765.98,0,70.82,3.703,208.9625161,7.274,2011,9,35,3,2,4,0,1,Labor_Day,7,1,36,9,36,1,1,68.32,11054,15.39,0.767,1,0
20,2011-09-09,2050542.56,1,68.74,3.738,209.0225562,7.274,2011,9,36,3,9,4,0,1,Labor_Day,7,4,36,9,33,0,1,66.78,9238,15.01,0.824,1,0
20,2011-09-16,1979009.46,0,64.02,3.742,209.1893892,7.274,2011,9,37,3,16,4,0,0,,0,11,0,0,19,0,0,44.32,7966,9.23,-0.31,1,0
20,2011-09-23,1888119.7,0,62.15,3.711,209.4986126,7.274,2011,9,38,3,23,4,0,0,,0,13,0,0,17,0,0,32.03,6090,4.5,0.521,0,0
20,2011-09-30,1945808.26,0,63.44,3.645,209.807836,7.274,2011,9,39,3,30,4,0,1,Dussehra,9,6,40,10,33,1,0,69.58,9355,14.45,0.552,1,0
20,2011-10-07,2135982.79,0,52.42,3.583,210.1170595,7.082,2011,10,40,4,7,4,0,1,Dussehra,9,1,40,10,38,0,1,76.01,9900,15.54,1.0,1,0
20,2011-10-14,2010107.68,0,62.54,3.541,210.4027602,7.082,2011,10,41,4,14,4,0,0,,0,8,0,0,22,0,0,23.07,7214,4.37,0.005,1,0
20,2011-10-21,2104241.9,0,53.69,3.57,210.5473252,7.082,2011,10,42,4,21,4,0,1,Diwali,10,5,43,10,35,1,0,80.57,11337,15.49,0.402,1,1
20,2011-10-28,2065421.52,0,49.36,3.569,210.6918901,7.082,2011,10,43,4,28,4,0,1,Halloween,6,2,44,10,34,1,1,57.2,7347,10.87,0.694,1,0
20,2011-11-04,2284106.6,0,43.88,3.551,210.8364551,7.082,2011,11,44,4,4,4,0,1,Halloween,6,4,44,10,32,0,1,67.98,7636,14.19,1.0,1,0
20,2011-11-11,2269975.85,0,47.27,3.53,210.9810201,7.082,2011,11,45,4,11,4,0,0,,0,11,0,0,19,0,0,31.77,8131,6.21,-0.287,1,0
20,2011-11-18,2169933.82,0,49.3,3.53,211.1847207,7.082,2011,11,46,4,18,4,0,1,Black_Friday,10,6,47,11,34,1,0,81.1,9782,16.57,0.952,1,1
20,2011-11-25,2906233.25,1,46.38,3.492,211.4120757,7.082,2011,11,47,4,25,4,0,1,Black_Friday,10,0,47,11,40,0,1,86.48,11956,19.81,0.868,1,1
20,2011-12-02,2298776.83,0,46.32,3.452,211.6394306,7.082,2011,12,48,4,2,4,0,1,Black_Friday,10,7,47,11,33,0,1,91.44,12673,18.19,0.69,1,1
20,2011-12-09,2546123.78,0,41.64,3.415,211.8667856,7.082,2011,12,49,4,9,4,0,0,,0,14,0,0,16,0,0,35.83,6172,6.65,0.822,0,0
20,2011-12-16,2762816.65,0,37.16,3.413,212.0685039,7.082,2011,12,50,4,16,4,0,0,,0,9,0,0,21,0,0,48.56,9653,8.77,-0.374,0,0
20,2011-12-23,3555371.03,0,40.19,3.389,212.2360401,7.082,2011,12,51,4,23,4,0,1,Christmas,8,2,51,12,36,1,0,90.77,12594,18.58,0.934,0,0
20,2011-12-30,2043245.0,1,36.35,3.389,212.4035763,7.082,2011,12,52,4,30,4,0,1,New_Year,7,2,52,1,35,1,1,68.14,7762,15.95,0.842,0,0
20,2012-01-06,1964701.94,0,33.42,3.422,212.5711125,6.961,2012,1,1,1,6,4,0,1,New_Year,7,5,52,1,32,0,1,66.75,7968,12.78,0.909,0,0
20,2012-01-13,1911510.64,0,37.79,3.513,212.7386486,6.961,2012,1,2,1,13,4,0,0,,0,12,0,0,18,0,0,32.49,4185,5.02,0.521,0,0
20,2012-01-20,1892775.94,0,27.65,3.533,212.8336399,6.961,2012,1,3,1,20,4,0,0,,0,19,0,0,11,0,0,21.08,4228,6.71,0.271,0,0
20,2012-01-27,1761016.51,0,37.19,3.567,212.9286312,6.961,2012,1,4,1,27,4,0,0,,0,18,0,0,12,0,0,27.63,6764,8.77,0.108,0,0
20,2012-02-03,2203523.2,0,39.93,3.617,213.0236225,6.961,2012,2,5,1,3,4,0,0,,0,11,0,0,19,0,0,37.8,7199,8.94,0.017,1,0
20,2012-02-10,2462978.28,1,33.47,3.64,213.1186138,6.961,2012,2,6,1,10,4,0,1,Valentines_Day,6,4,7,2,32,1,0,65.24,11332,13.83,0.676,1,0
20,2012-02-17,2309025.16,0,31.11,3.695,213.2732106,6.961,2012,2,7,1,17,4,0,1,Valentines_Day,6,3,7,2,33,0,1,57.04,7152,11.9,0.498,0,0
20,2012-02-24,2045837.55,0,39.79,3.739,213.4725116,6.961,2012,2,8,1,24,4,0,0,,0,10,0,0,20,0,0,31.77,7621,7.72,0.137,0,0
20,2012-03-02,2148822.76,0,39.98,3.816,213.6718127,6.961,2012,3,9,1,2,4,0,1,Holi,8,6,10,3,32,1,0,80.01,9628,16.84,0.434,1,1
20,2012-03-09,2139265.4,0,41.14,3.848,213.8711137,6.961,2012,3,10,1,9,4,0,1,Holi,8,1,10,3,37,0,1,77.7,8461,16.05,0.478,1,0
20,2012-03-16,2064991.71,0,53.73,3.862,214.0167132,6.961,2012,3,11,1,16,4,0,0,,0,8,0,0,22,0,0,31.93,7705,6.11,0.433,0,0
20,2012-03-23,1992436.96,0,66.11,3.9,214.0907105,6.961,2012,3,12,1,23,4,0,0,,0,15,0,0,15,0,0,36.05,7865,8.13,0.206,0,0
20,2012-03-30,2074721.74,0,51.52,3.953,214.1647079,6.961,2012,3,13,1,30,4,0,0,,0,9,0,0,21,0,0,30.57,7287,6.71,0.563,1,0
20,2012-04-06,2565259.92,0,50.06,3.996,214.2387053,7.139,2012,4,14,2,6,4,0,1,Easter,6,2,14,4,34,1,0,58.34,7737,11.28,0.094,0,0
20,2012-04-13,2045396.06,0,45.68,4.044,214.3127027,7.139,2012,4,15,2,13,4,0,1,Easter,6,5,14,4,31,0,1,56.54,8144,12.02,0.686,0,0
20,2012-04-20,1884427.84,0,60.11,4.027,214.3675045,7.139,2012,4,16,2,20,4,0,0,,0,12,0,0,18,0,0,37.85,5389,7.71,-0.102,1,0
20,2012-04-27,1886503.93,0,47.64,4.004,214.4223063,7.139,2012,4,17,2,27,4,0,0,,0,19,0,0,11,0,0,29.0,3948,6.58,0.563,0,0
20,2012-05-04,2163510.89,0,62.74,3.951,214.4771081,7.139,2012,5,18,2,4,4,0,0,,0,26,0,0,4,0,0,32.11,7159,7.56,0.571,0,0
20,2012-05-11,2168097.11,0,63.19,3.889,214.5319099,7.139,2012,5,19,2,11,4,0,0,,0,33,0,0,0,0,0,31.89,5550,7.66,-0.223,0,0
20,2012-05-18,2039222.26,0,60.99,3.848,214.5485571,7.139,2012,5,20,2,18,4,0,0,,0,40,0,0,0,0,0,41.16,8865,8.36,-0.03,1,0
20,2012-05-25,2114989.0,0,70.04,3.798,214.5499425,7.139,2012,5,21,2,25,4,0,0,,0,40,0,0,0,0,0,40.62,5132,9.17,-0.017,1,0
20,2012-06-01,2143126.59,0,73.67,3.742,214.5513278,7.139,2012,6,22,2,1,4,0,0,,0,33,0,0,0,0,0,43.79,6663,10.0,0.579,1,0
20,2012-06-08,2231962.13,0,62.01,3.689,214.5527132,7.139,2012,6,23,2,8,4,0,0,,0,26,0,0,4,0,0,33.25,6112,8.29,0.022,0,0
20,2012-06-15,2165160.29,0,71.51,3.62,214.5653243,7.139,2012,6,24,2,15,4,0,0,,0,19,0,0,11,0,0,34.73,6394,7.9,0.407,1,0
20,2012-06-22,2060588.69,0,76.51,3.564,214.606,7.139,2012,6,25,2,22,4,0,0,,0,12,0,0,18,0,0,24.86,6958,6.33,0.002,0,0
20,2012-06-29,2055952.61,0,74.15,3.506,214.6466757,7.139,2012,6,26,2,29,4,0,1,Independence_Day,7,5,27,7,32,1,0,73.08,8612,14.46,0.873,1,0
20,2012-07-06,2358055.3,0,79.2,3.475,214.6873514,7.28,2012,7,27,3,6,4,0,1,Independence_Day,7,2,27,7,35,0,1,63.54,7652,15.65,0.902,0,0
20,2012-07-13,2134680.12,0,78.27,3.523,214.728027,7.28,2012,7,28,3,13,4,0,0,,0,9,0,0,21,0,0,34.03,7178,7.4,0.701,1,0
20,2012-07-20,1970170.29,0,76.04,3.567,214.7331351,7.28,2012,7,29,3,20,4,0,0,,0,13,0,0,17,0,0,25.92,3702,7.05,0.149,0,0
20,2012-07-27,1911559.1,0,74.6,3.647,214.7382432,7.28,2012,7,30,3,27,4,0,1,Raksha_Bandhan,7,6,31,8,31,1,0,61.56,8462,12.21,0.551,1,0
20,2012-08-03,2094515.71,0,74.73,3.654,214.7433514,7.28,2012,8,31,3,3,4,0,1,Janmashtami,7,1,32,8,36,1,1,62.32,10970,13.22,0.508,1,0
20,2012-08-10,2144245.39,0,75.4,3.722,214.7484595,7.28,2012,8,32,3,10,4,0,1,Janmashtami,7,0,32,8,37,0,0,63.96,10156,13.49,0.558,1,0
20,2012-08-17,2045061.22,0,69.57,3.807,214.825578,7.28,2012,8,33,3,17,4,0,1,Janmashtami,7,7,32,8,30,0,1,63.23,11190,13.54,0.422,1,0
20,2012-08-24,2005341.43,0,68.27,3.834,214.9567044,7.28,2012,8,34,3,24,4,0,0,,0,10,0,0,20,0,0,28.95,6766,5.65,0.517,1,0
20,2012-08-31,2062481.56,0,72.66,3.867,215.0878309,7.28,2012,8,35,3,31,4,0,1,Labor_Day,7,3,36,9,34,1,0,70.05,9978,14.7,0.322,1,0
20,2012-09-07,2080529.06,1,76.36,3.911,215.2189573,7.28,2012,9,36,3,7,4,0,1,Labor_Day,7,4,36,9,33,0,1,60.88,8681,12.08,0.507,1,0
20,2012-09-14,2047949.98,0,64.84,3.948,215.3583757,7.28,2012,9,37,3,14,4,0,1,Ganesh_Chaturthi,8,5,38,9,33,1,0,71.76,9818,15.45,0.658,0,0
20,2012-09-21,2028587.24,0,60.94,4.038,215.5475459,7.28,2012,9,38,3,21,4,0,1,Ganesh_Chaturthi,8,2,38,9,36,0,1,76.37,12138,14.63,0.747,1,0
20,2012-09-28,2008350.58,0,58.65,3.997,215.7367162,7.28,2012,9,39,3,28,4,0,0,,0,9,0,0,21,0,0,29.15,6495,6.84,-0.157,0,0
20,2012-10-05,2246411.89,0,60.77,3.985,215.9258865,7.293,2012,10,40,4,5,4,0,0,,0,16,0,0,14,0,0,30.71,5003,6.81,0.126,0,0
20,2012-10-12,2162951.36,0,47.2,4.0,216.1150568,7.293,2012,10,41,4,12,4,0,0,,0,12,0,0,18,0,0,32.17,6234,8.97,0.207,0,0
20,2012-10-19,1999363.49,0,56.26,3.969,216.1464699,7.293,2012,10,42,4,19,4,0,1,Dussehra,9,5,43,10,34,1,0,80.7,11427,17.45,0.891,1,1
20,2012-10-26,2031650.55,0,60.04,3.882,216.1515902,7.293,2012,10,43,4,26,4,0,1,Halloween,6,2,44,10,34,1,1,61.8,7185,14.11,0.436,1,0
21,2010-02-05,798593.88,0,39.05,2.572,210.7526053,8.324,2010,2,5,1,5,4,0,0,,0,9,0,0,21,0,0,16.11,3207,3.29,0.169,0,0
21,2010-02-12,809321.44,1,37.77,2.548,210.8979935,8.324,2010,2,6,1,12,4,0,1,Valentines_Day,6,2,6,2,34,1,0,50.11,9690,10.14,0.541,0,0
21,2010-02-19,867283.25,0,39.75,2.514,210.9451605,8.324,2010,2,7,1,19,4,0,1,Valentines_Day,6,5,6,2,31,0,1,43.07,8961,9.18,0.815,1,0
21,2010-02-26,749597.24,0,45.31,2.561,210.9759573,8.324,2010,2,8,1,26,4,0,1,Holi,8,3,9,3,35,1,0,60.08,7552,13.56,-0.015,1,0
21,2010-03-05,747444.32,0,48.61,2.625,211.0067542,8.324,2010,3,9,1,5,4,0,1,Holi,8,4,9,3,34,0,1,58.74,8578,12.54,0.632,1,0
21,2010-03-12,712312.89,0,57.1,2.667,211.037551,8.324,2010,3,10,1,12,4,0,0,,0,11,0,0,19,0,0,16.26,6028,3.34,0.551,0,0
21,2010-03-19,727070.0,0,54.68,2.72,210.8733316,8.324,2010,3,11,1,19,4,0,0,,0,16,0,0,14,0,0,13.85,3237,2.92,-0.048,0,0
21,2010-03-26,686497.53,0,51.66,2.732,210.6766095,8.324,2010,3,12,1,26,4,0,0,,0,9,0,0,21,0,0,13.19,3415,4.7,-0.026,0,0
21,2010-04-02,753664.12,0,64.12,2.719,210.4798874,8.2,2010,4,13,2,2,4,0,1,Easter,6,2,13,4,34,1,0,49.76,6051,10.86,0.867,1,0
21,2010-04-09,751181.4,0,65.74,2.77,210.2831653,8.2,2010,4,14,2,9,4,0,1,Easter,6,5,13,4,31,0,1,53.08,6487,11.14,0.395,1,0
21,2010-04-16,716026.51,0,67.87,2.808,210.1495463,8.2,2010,4,15,2,16,4,0,0,,0,12,0,0,18,0,0,14.71,6269,3.76,0.104,0,0
21,2010-04-23,718780.59,0,64.21,2.795,210.1000648,8.2,2010,4,16,2,23,4,0,0,,0,19,0,0,11,0,0,20.03,6215,5.7,0.283,0,0
21,2010-04-30,680532.69,0,66.93,2.78,210.0505833,8.2,2010,4,17,2,30,4,0,0,,0,26,0,0,4,0,0,7.33,5061,1.34,-0.695,0,0
21,2010-05-07,744969.42,0,70.87,2.835,210.0011018,8.2,2010,5,18,2,7,4,0,0,,0,33,0,0,0,0,0,15.27,3156,3.95,-0.346,1,0
21,2010-05-14,723559.88,0,73.08,2.854,209.9984585,8.2,2010,5,19,2,14,4,0,0,,0,40,0,0,0,0,0,17.72,6176,4.48,0.374,1,0
21,2010-05-21,753361.72,0,74.24,2.826,210.2768443,8.2,2010,5,20,2,21,4,0,0,,0,44,0,0,0,0,0,13.79,5072,2.37,0.127,0,0
21,2010-05-28,755214.26,0,80.94,2.759,210.5552301,8.2,2010,5,21,2,28,4,0,0,,0,37,0,0,0,0,0,13.68,2185,3.39,0.152,0,0
21,2010-06-04,806012.48,0,82.68,2.705,210.833616,8.2,2010,6,22,2,4,4,0,0,,0,30,0,0,0,0,0,15.53,5749,6.24,0.003,0,0
21,2010-06-11,784305.55,0,83.51,2.668,211.1120018,8.2,2010,6,23,2,11,4,0,0,,0,23,0,0,7,0,0,19.93,5489,3.95,0.118,0,0
21,2010-06-18,785104.29,0,86.18,2.637,211.1096543,8.2,2010,6,24,2,18,4,0,0,,0,16,0,0,14,0,0,17.62,5856,4.47,0.558,0,0
21,2010-06-25,769848.75,0,87.01,2.653,210.9950134,8.2,2010,6,25,2,25,4,0,0,,0,9,0,0,21,0,0,7.55,4464,1.0,0.24,0,0
21,2010-07-02,711470.8,0,82.29,2.669,210.8803726,8.099,2010,7,26,3,2,4,0,1,Independence_Day,7,2,26,7,35,1,0,41.31,7173,8.71,0.868,0,0
21,2010-07-09,714677.47,0,81.67,2.642,210.7657317,8.099,2010,7,27,3,9,4,0,1,Independence_Day,7,5,26,7,32,0,1,48.66,6044,9.17,0.504,1,0
21,2010-07-16,755098.41,0,85.61,2.623,210.7577954,8.099,2010,7,28,3,16,4,0,0,,0,12,0,0,18,0,0,20.42,4431,4.53,0.206,0,0
21,2010-07-23,765823.48,0,87.17,2.608,210.8921319,8.099,2010,7,29,3,23,4,0,0,,0,19,0,0,11,0,0,5.05,2648,2.39,0.298,1,0
21,2010-07-30,715876.27,0,83.59,2.64,211.0264684,8.099,2010,7,30,3,30,4,0,0,,0,25,0,0,5,0,0,15.37,2871,2.79,0.358,0,0
21,2010-08-06,739279.19,0,90.3,2.627,211.1608049,8.099,2010,8,31,3,6,4,0,0,,0,18,0,0,12,0,0,15.49,4290,4.18,-0.054,0,0
21,2010-08-13,793589.18,0,89.65,2.692,211.2951413,8.099,2010,8,32,3,13,4,0,0,,0,11,0,0,19,0,0,25.32,5387,5.03,0.192,0,0
21,2010-08-20,848873.28,0,89.58,2.664,211.2596586,8.099,2010,8,33,3,20,4,0,1,Raksha_Bandhan,7,4,34,8,33,1,0,51.16,7284,9.38,0.347,0,0
21,2010-08-27,855882.57,0,86.2,2.619,211.2241759,8.099,2010,8,34,3,27,4,0,1,Raksha_Bandhan,7,3,34,8,34,0,1,54.95,8548,12.42,1.0,0,0
21,2010-09-03,727772.8,0,82.57,2.577,211.1886931,8.099,2010,9,35,3,3,4,0,1,Labor_Day,7,3,36,9,34,1,0,52.41,6021,10.0,0.033,1,0
21,2010-09-10,674055.81,1,79.3,2.565,211.1532104,8.099,2010,9,36,3,10,4,0,1,Janmashtami,7,1,37,9,36,1,1,40.86,7348,8.34,0.726,0,0
21,2010-09-17,684340.86,0,83.03,2.582,211.1806415,8.099,2010,9,37,3,17,4,0,1,Janmashtami,7,0,37,9,37,0,1,54.97,7243,10.87,0.318,1,0
21,2010-09-24,671688.06,0,80.79,2.624,211.2552578,8.099,2010,9,38,3,24,4,0,1,Janmashtami,7,7,37,9,30,0,1,52.17,7489,11.13,0.21,0,0
21,2010-10-01,677158.39,0,70.28,2.603,211.3298742,8.163,2010,10,39,4,1,4,0,0,,0,14,0,0,16,0,0,19.83,4647,4.8,0.109,0,0
21,2010-10-08,680579.49,0,65.76,2.633,211.4044906,8.163,2010,10,40,4,8,4,0,0,,0,9,0,0,21,0,0,36.37,4328,7.75,0.587,0,0
21,2010-10-15,693412.05,0,68.61,2.72,211.4713286,8.163,2010,10,41,4,15,4,0,1,Dussehra,9,2,41,10,37,1,0,50.95,8430,9.97,0.457,1,0
21,2010-10-22,710668.45,0,70.72,2.725,211.5187208,8.163,2010,10,42,4,22,4,0,1,Dussehra,9,5,41,10,34,0,1,69.54,10119,13.95,0.109,0,0
21,2010-10-29,731756.65,0,67.51,2.716,211.5661131,8.163,2010,10,43,4,29,4,0,1,Diwali,10,2,44,11,38,1,0,64.87,9550,13.62,0.417,1,0
21,2010-11-05,719888.76,0,58.71,2.689,211.6135053,8.163,2010,11,44,4,5,4,0,1,Diwali,10,0,44,11,40,0,1,67.52,7558,13.95,0.737,1,0
21,2010-11-12,735796.38,0,60.95,2.728,211.6608975,8.163,2010,11,45,4,12,4,0,1,Diwali,10,7,44,11,33,0,1,66.09,7640,14.68,0.215,0,0
21,2010-11-19,756288.89,0,51.71,2.771,211.5470304,8.163,2010,11,46,4,19,4,0,1,Black_Friday,10,6,47,11,34,1,0,64.48,11165,14.01,0.916,1,0
21,2010-11-26,1245628.61,1,62.96,2.735,211.4062867,8.163,2010,11,47,4,26,4,0,1,Black_Friday,10,0,47,11,40,0,1,69.01,10097,15.22,0.226,1,0
21,2010-12-03,829210.73,0,50.43,2.708,211.265543,8.163,2010,12,48,4,3,4,0,1,Black_Friday,10,7,47,11,33,0,1,68.9,7448,15.44,0.555,1,0
21,2010-12-10,943891.64,0,46.35,2.843,211.1247993,8.163,2010,12,49,4,10,4,0,0,,0,14,0,0,16,0,0,12.9,3363,3.64,0.446,0,0
21,2010-12-17,1147556.83,0,48.63,2.869,211.0645458,8.163,2010,12,50,4,17,4,0,0,,0,8,0,0,22,0,0,26.03,4243,6.8,0.049,1,0
21,2010-12-24,1587257.78,0,51.29,2.886,211.0646599,8.163,2010,12,51,4,24,4,0,1,Christmas,8,1,51,12,37,1,0,63.75,8685,13.45,0.197,1,0
21,2010-12-31,672903.23,1,47.19,2.943,211.064774,8.163,2010,12,52,4,31,4,0,1,New_Year,7,1,52,1,36,1,1,45.68,8266,11.01,0.523,0,0
21,2011-01-07,629152.06,0,44.24,2.976,211.0648881,8.028,2011,1,1,1,7,4,0,1,New_Year,7,6,52,1,31,0,1,48.5,8826,8.46,0.402,1,0
21,2011-01-14,650789.13,0,34.14,2.983,211.1176713,8.028,2011,1,2,1,14,4,0,0,,0,13,0,0,17,0,0,23.16,7310,5.08,0.564,0,0
21,2011-01-21,663941.73,0,42.72,3.016,211.4864691,8.028,2011,1,3,1,21,4,0,0,,0,20,0,0,10,0,0,14.64,4526,4.19,0.447,0,0
21,2011-01-28,649878.29,0,44.04,3.01,211.8552668,8.028,2011,1,4,1,28,4,0,0,,0,17,0,0,13,0,0,18.81,5233,5.14,0.352,0,0
21,2011-02-04,596218.24,0,36.33,2.989,212.2240646,8.028,2011,2,5,1,4,4,0,0,,0,10,0,0,20,0,0,12.97,2738,3.45,0.206,0,0
21,2011-02-11,771908.51,1,34.61,3.022,212.5928624,8.028,2011,2,6,1,11,4,0,1,Valentines_Day,6,3,7,2,33,1,0,51.03,7377,9.03,0.434,1,0
21,2011-02-18,884701.92,0,59.87,3.045,212.9033115,8.028,2011,2,7,1,18,4,0,1,Valentines_Day,6,4,7,2,32,0,1,51.89,7110,10.68,0.433,0,0
21,2011-02-25,768313.85,0,61.27,3.065,213.190421,8.028,2011,2,8,1,25,4,0,0,,0,11,0,0,19,0,0,27.28,3663,7.0,-0.313,0,0
21,2011-03-04,796277.72,0,59.52,3.288,213.4775305,8.028,2011,3,9,1,4,4,0,0,,0,16,0,0,14,0,0,17.8,3119,4.07,0.201,0,0
21,2011-03-11,763479.9,0,54.69,3.459,213.7646401,8.028,2011,3,10,1,11,4,0,0,,0,9,0,0,21,0,0,21.53,6654,5.18,-0.038,1,0
21,2011-03-18,793569.0,0,63.26,3.488,214.0156238,8.028,2011,3,11,1,18,4,0,1,Holi,8,2,11,3,36,1,0,57.74,10729,13.89,0.574,1,0
21,2011-03-25,753711.32,0,70.33,3.473,214.2521573,8.028,2011,3,12,1,25,4,0,1,Holi,8,5,11,3,33,0,1,63.1,9491,12.8,0.616,1,0
21,2011-04-01,732056.37,0,56.36,3.524,214.4886908,7.931,2011,4,13,2,1,4,0,0,,0,12,0,0,18,0,0,14.49,3599,3.6,0.054,0,0
21,2011-04-08,744782.89,0,68.62,3.622,214.7252242,7.931,2011,4,14,2,8,4,0,0,,0,16,0,0,14,0,0,21.69,3914,5.32,0.48,0,0
21,2011-04-15,768390.05,0,71.01,3.743,214.9420631,7.931,2011,4,15,2,15,4,0,0,,0,9,0,0,21,0,0,17.41,4502,4.55,-0.122,1,0
21,2011-04-22,801302.01,0,70.79,3.807,215.1096657,7.931,2011,4,16,2,22,4,0,1,Easter,6,2,16,4,34,1,0,47.37,6152,10.13,0.352,0,0
21,2011-04-29,783250.75,0,70.19,3.81,215.2772683,7.931,2011,4,17,2,29,4,0,1,Easter,6,5,16,4,31,0,1,47.93,7932,10.5,0.401,0,0
21,2011-05-06,718898.33,0,61.87,3.906,215.4448709,7.931,2011,5,18,2,6,4,0,0,,0,12,0,0,18,0,0,19.04,6293,3.43,0.547,0,0
21,2011-05-13,754236.7,0,75.04,3.899,215.6124735,7.931,2011,5,19,2,13,4,0,0,,0,19,0,0,11,0,0,17.64,6745,4.23,0.209,0,0
21,2011-05-20,744836.56,0,68.36,3.907,215.3834778,7.931,2011,5,20,2,20,4,0,0,,0,26,0,0,4,0,0,19.13,3739,3.41,0.195,0,0
21,2011-05-27,744389.81,0,76.86,3.786,215.1544822,7.931,2011,5,21,2,27,4,0,0,,0,33,0,0,0,0,0,25.71,6429,5.94,0.461,0,0
21,2011-06-03,773878.58,0,83.82,3.699,214.9254865,7.931,2011,6,22,2,3,4,0,0,,0,31,0,0,0,0,0,23.17,4402,6.01,0.043,0,0
21,2011-06-10,794397.89,0,84.71,3.648,214.6964908,7.931,2011,6,23,2,10,4,0,0,,0,24,0,0,6,0,0,22.83,6151,5.2,0.463,0,0
21,2011-06-17,823220.43,0,87.54,3.637,214.6513538,7.931,2011,6,24,2,17,4,0,0,,0,17,0,0,13,0,0,16.73,2561,3.23,0.319,0,0
21,2011-06-24,771298.98,0,85.72,3.594,214.7441108,7.931,2011,6,25,2,24,4,0,0,,0,10,0,0,20,0,0,14.08,4699,3.24,0.571,0,0
21,2011-07-01,784639.12,0,87.57,3.524,214.8368678,7.852,2011,7,26,3,1,4,0,1,Independence_Day,7,3,27,7,34,1,0,56.95,9527,13.62,0.436,0,0
21,2011-07-08,734099.4,0,89.16,3.48,214.9296249,7.852,2011,7,27,3,8,4,0,1,Independence_Day,7,4,27,7,33,0,1,56.03,6806,13.1,0.462,1,0
21,2011-07-15,728311.15,0,91.05,3.575,215.0134426,7.852,2011,7,28,3,15,4,0,0,,0,11,0,0,19,0,0,25.03,5823,5.21,0.243,0,0
21,2011-07-22,784490.67,0,90.27,3.651,215.0749122,7.852,2011,7,29,3,22,4,0,0,,0,18,0,0,12,0,0,15.6,3119,3.42,0.182,1,0
21,2011-07-29,751167.12,0,91.56,3.682,215.1363819,7.852,2011,7,30,3,29,4,0,0,,0,15,0,0,15,0,0,17.05,6379,4.13,0.43,1,0
21,2011-08-05,783614.89,0,94.22,3.684,215.1978515,7.852,2011,8,31,3,5,4,0,0,,0,8,0,0,22,0,0,10.59,2857,4.25,0.135,1,0
21,2011-08-12,776933.37,0,92.32,3.638,215.2593211,7.852,2011,8,32,3,12,4,0,1,Raksha_Bandhan,7,1,32,8,36,1,0,50.36,6837,8.82,0.232,1,0
21,2011-08-19,855546.5,0,90.11,3.554,215.3229307,7.852,2011,8,33,3,19,4,0,1,Janmashtami,7,3,34,8,34,1,1,57.91,6964,11.45,0.956,1,0
21,2011-08-26,821127.53,0,92.07,3.523,215.386897,7.852,2011,8,34,3,26,4,0,1,Ganesh_Chaturthi,8,4,35,9,34,1,1,55.3,8389,11.92,1.0,1,0
21,2011-09-02,705557.8,0,91.94,3.533,215.4508632,7.852,2011,9,35,3,2,4,0,1,Labor_Day,7,1,36,9,36,1,1,54.58,10257,11.67,0.08,1,0
21,2011-09-09,653989.65,1,78.87,3.546,215.5148295,7.852,2011,9,36,3,9,4,0,1,Labor_Day,7,4,36,9,33,0,1,50.02,9614,10.08,0.694,1,0
21,2011-09-16,653525.84,0,80.62,3.526,215.6944378,7.852,2011,9,37,3,16,4,0,0,,0,11,0,0,19,0,0,18.68,5950,4.3,0.424,0,0
21,2011-09-23,681913.29,0,75.68,3.467,216.0282356,7.852,2011,9,38,3,23,4,0,0,,0,13,0,0,17,0,0,11.88,2704,3.59,0.273,1,0
21,2011-09-30,651970.48,0,78.91,3.355,216.3620333,7.852,2011,9,39,3,30,4,0,1,Dussehra,9,6,40,10,33,1,0,60.99,6808,12.18,1.0,0,0
21,2011-10-07,663452.46,0,71.64,3.285,216.6958311,7.441,2011,10,40,4,7,4,0,1,Dussehra,9,1,40,10,38,0,1,46.25,5623,8.72,0.247,0,0
21,2011-10-14,671379.44,0,69.79,3.274,217.0048261,7.441,2011,10,41,4,14,4,0,0,,0,8,0,0,22,0,0,16.41,2569,3.93,0.031,0,0
21,2011-10-21,729036.06,0,65.16,3.353,217.1650042,7.441,2011,10,42,4,21,4,0,1,Diwali,10,5,43,10,35,1,0,58.36,9975,12.28,0.732,1,0
21,2011-10-28,738812.0,0,65.46,3.372,217.3251824,7.441,2011,10,43,4,28,4,0,1,Halloween,6,2,44,10,34,1,1,52.84,8935,8.92,0.776,1,0
21,2011-11-04,767358.37,0,56.01,3.332,217.4853605,7.441,2011,11,44,4,4,4,0,1,Halloween,6,4,44,10,32,0,1,51.08,7713,11.1,0.862,0,0
